projectname,classification,preprocess_comments
hibernate-distribution-3.3.2.GA,1,todo not sure thi need
hibernate-distribution-3.3.2.GA,1,todo can remov thi onc deprec ctor can made privat
hibernate-distribution-3.3.2.GA,1,creat index key column
hibernate-distribution-3.3.2.GA,1,todo joinkeycolumnnam should call either here slightli higer level stack to get all inform need right now hbmbinder doe not support the
hibernate-distribution-3.3.2.GA,1,todo improv thi hack
hibernate-distribution-3.3.2.GA,1,todo bad implement co depend upon order map doc fix thi requir that gain access map refer from configur or filterdefinit map directli sometim dure after all type filter def known and befor build persist
hibernate-distribution-3.3.2.GA,1,use trim here ugli
hibernate-distribution-3.3.2.GA,1,todo ideal need construct propertyaccessor take follow entitymod entitymod specif data classnam pojo entiti properti specif data base entitymod properti name domj node name the easiest way with introduct new runtim metamodel class would follow predic take refer both and what now term propertyaccessor store ani valu need from those two piec inform code can then simpli call with paramet likewis with
hibernate-distribution-3.3.2.GA,1,can happen becaus multipl way cach remov can invok
hibernate-distribution-3.3.2.GA,1,ick
hibernate-distribution-3.3.2.GA,1,todo can remov thi onc deprec ctor can made privat
hibernate-distribution-3.3.2.GA,1,todo thi veri suboptim some subclass name compon sinc doe not take advantag two phase load
hibernate-distribution-3.3.2.GA,1,todo should thi
hibernate-distribution-3.3.2.GA,1,todo suck thi into initlazi
hibernate-distribution-3.3.2.GA,1,todo can remov thi onc deprec ctor can made privat
hibernate-distribution-3.3.2.GA,1,temporari magic valu the need intend allevi with futur develop thu not defin environ constant use control whether should consult jdbc metadata determin certain set default valu use not thi when databas may not avail mainli tool usag
hibernate-distribution-3.3.2.GA,1,todo thi right
hibernate-distribution-3.3.2.GA,1,ie subqueri yuck
hibernate-distribution-3.3.2.GA,1,use stringbuff workaround jdk bug
hibernate-distribution-3.3.2.GA,1,todo copi past from recreat
hibernate-distribution-3.3.2.GA,1,workaround backward compat set with not null column assum all column use row locat sql
hibernate-distribution-3.3.2.GA,1,todo thi eventu need remov
hibernate-distribution-3.3.2.GA,1,todo remov
hibernate-distribution-3.3.2.GA,1,just help out dure load ugli know
hibernate-distribution-3.3.2.GA,1,hack workaround sqlqueri impl depend have key
hibernate-distribution-3.3.2.GA,1,todo handl case foreign key someth other than
hibernate-distribution-3.3.2.GA,1,todo assum all collect disassembl array
hibernate-distribution-3.3.2.GA,1,todo would love have thi work notif basi where success bind entiti subclass would emit notif which extendsqueu entri could react to
hibernate-distribution-3.3.2.GA,1,todo realli neceassri provid configur should not enough with associ class whi doe entitypersist not get access configur the onli reason could see that configur get pass collect persist that they can look domj node name entiti element case explicit node name appli collect element level are you kid me trivial fix then just store and expos node name entiti persist which collect persist look anyway via other mean
hibernate-distribution-3.3.2.GA,1,todo deprec remov eventu
hibernate-distribution-3.3.2.GA,1,todo possibl relax that
hibernate-distribution-3.3.2.GA,1,todo thi bit dodgi come with better way check thi plu see abov comment
hibernate-distribution-3.3.2.GA,1,use degener strategi backward compat
hibernate-distribution-3.3.2.GA,1,todo thi temporari that end result will probabl not take properti refer per se
hibernate-distribution-3.3.2.GA,1,todo better handl dynam filter through implicit see discuss there javadoc whi current not done that way
hibernate-distribution-3.3.2.GA,1,get right object from list would easier just call getent
hibernate-distribution-3.3.2.GA,1,todo should record how mani properti have reffer and don get throw except way better than trial and error
hibernate-distribution-3.3.2.GA,1,todo thi depend kinda bad
hibernate-distribution-3.3.2.GA,1,todo get sql render out thi packag
hibernate-distribution-3.3.2.GA,1,whi doe thi matter
hibernate-distribution-3.3.2.GA,1,import account newli save entiti queri todo some kind check new statu
hibernate-distribution-3.3.2.GA,1,todo get sql render out thi packag
hibernate-distribution-3.3.2.GA,1,todo can alway use null properti approach everyth
hibernate-distribution-3.3.2.GA,1,doe thi need holdlock also return tablenam with updlock rowlock holdlock
hibernate-distribution-3.3.2.GA,1,for set should end collect load after resolv the entiti sinc might call hashcod element todo could thi polymorph and have two differ oper implement differ array
hibernate-distribution-3.3.2.GA,1,todo remov thi and just have subclass use directli
hibernate-distribution-3.3.2.GA,1,sql server least need thi drop after use strang
hibernate-distribution-3.3.2.GA,1,necessari regist exact sinc can onli appear where claus
hibernate-distribution-3.3.2.GA,1,for array should end collect load befor resolv the entiti sinc actual array instanc not instanti dure load todo could thi polymorph and have two differ oper implement differ array
hibernate-distribution-3.3.2.GA,1,doe thi dialect support alter tabl syntax
hibernate-distribution-3.3.2.GA,1,thi next bit allow both and older behavior where version number did not get seed alreadi set object todo shift into unsav valu strategi
hibernate-distribution-3.3.2.GA,1,todo reenabl also fix abov todo
hibernate-distribution-3.3.2.GA,1,orphan should not delet dure copi
hibernate-distribution-3.3.2.GA,1,orphan should not delet dure merg
hibernate-distribution-3.3.2.GA,1,todo suck thi logic into collect
hibernate-distribution-3.3.2.GA,1,todo can actual just determin thi from incom entityentri
hibernate-distribution-3.3.2.GA,1,todo thi bit actual ha call after all cascad but sinc ident insert call synchron instead asynchron other action isn
hibernate-distribution-3.3.2.GA,1,thi class ha proxi so shortcut
hibernate-distribution-3.3.2.GA,1,todo should thi watch out perform
hibernate-distribution-3.3.2.GA,1,todo need map prob proper key right
hibernate-distribution-3.3.2.GA,1,todo better pass argument
hibernate-distribution-3.3.2.GA,1,do even realli need thi updat will fail anyway
hibernate-distribution-3.3.2.GA,1,todo would better refresh from db
hibernate-distribution-3.3.2.GA,1,thi form use from annot essenti same abov use resultset map refer but without cachemod readonli and comment fixm annot not use it can remov from pov deprec param queri the sql queri string param resultsetref the result set map name param queryspac ani specifi queri space use auto flush param cacheabl whether queri result cacheabl param cacheregion cacheabl region into which store result param timeout jdbc level timeout appli param fetchsiz jdbc level fetch size appli param flushmod the flush mode use thi queri param parametertyp paramet type map param callabl doe queri string repres callabl object proc
hibernate-distribution-3.3.2.GA,1,todo ugli here
hibernate-distribution-3.3.2.GA,1,todo not quit sure about full implic thi
hibernate-distribution-3.3.2.GA,1,thi onli work becaus collect entri kept sequenc map persist context mayb should like entiti and keep separ sequenc set todo call entryset identitymap slow
hibernate-distribution-3.3.2.GA,1,todo much rather have thi done from
hibernate-distribution-3.3.2.GA,1,todo hack note here cleanup load context when have more local lce entri thi work time be becaus realli onli collect load context implement long term thi cleanup should becom part close result set process from sandbox jdbc jdbc contain code
hibernate-distribution-3.3.2.GA,1,todo add notion enabl filter cachekey differenti filter collect from non filter but cachekey current use both collect and entiti would ideal need defin two seper one current thi work conjuct with check which make sure not read from cach with enabl filter earli exit
hibernate-distribution-3.3.2.GA,1,postload need ejb todo reus postloadev
hibernate-distribution-3.3.2.GA,1,todo should check current isol mode explicitli
hibernate-distribution-3.3.2.GA,1,brand new collect todo array can lock object with array now
hibernate-distribution-3.3.2.GA,1,todo iter get transient entiti and retri merg until one follow condit not decreas and copycach size not increas todo find out retri can add entiti copycach don think can for now just retri onc throw there still ani transient entiti
hibernate-distribution-3.3.2.GA,1,null brand new collect thi will also ineffici handl array which have snapshot can ani better
hibernate-distribution-3.3.2.GA,1,todo perhap should addit requir that incom entiti version equival defin unsav valu
hibernate-distribution-3.3.2.GA,1,provid queri split method which origin querytransl br todo thi will need refactor some point author josh
hibernate-distribution-3.3.2.GA,1,todo most below taken verbatim from dotnod should either deleg thi logic super type
hibernate-distribution-3.3.2.GA,1,todo current expect that individu with express appli same sql tabl join thi may not case join subclass where properti valu might come from differ tabl join hierarchi some point should expand thi support that capabl howev that ha some difficulti biggest how handl or when individu comparison link differ sql join here would need track each comparison individu along with join alia which appli and then pass that inform back fromel can pass along joinsequ
hibernate-distribution-3.3.2.GA,1,explicit select express render and properti project list everi persist from claus into singl node todo onli reason need thi stuff now collect filter should get rid deriv select claus complet
hibernate-distribution-3.3.2.GA,1,todo better way
hibernate-distribution-3.3.2.GA,1,hack alert attempt work around ghost impliedfromel that occasion show between actual thing be join thi consist occur from index node at least against mani to mani not sure there other condit essenti look ahead next fromel that actual write someth sql
hibernate-distribution-3.3.2.GA,1,not possibl simpli re use versionpropertynod here caus oom error due circular
hibernate-distribution-3.3.2.GA,1,thi function ha templat restor output appli templat and write result out todo downcast avoid use interfac yuck
hibernate-distribution-3.3.2.GA,1,some point gener phase need move out here becaus singl object level dml might spawn multipl sql dml command execut possibl just move sql gener dml stuff but consist sake probabl best just move responsibl gener phase complet into deleg themselv also not sure whi queryload current even ha depend thi all doe need it ideal like see walker itself given deleg directli
hibernate-distribution-3.3.2.GA,1,todo thi onli need dure compil can elimin instvar
hibernate-distribution-3.3.2.GA,1,todo absolut usag thi constructor form can away
hibernate-distribution-3.3.2.GA,1,todo thi bit ugli
hibernate-distribution-3.3.2.GA,1,even here onli properti map base tabl referenc set and where claus thi could handl basicdeleg todo decid better perform wise perform that check simpli use
hibernate-distribution-3.3.2.GA,1,todo remov these last two batcher longer manag connect
hibernate-distribution-3.3.2.GA,1,veri import thi class need free ani static refer ani cglib javassist class otherwis user will alway need both their classpath matter which if either they use anoth option here would remov method and have user through sessionfactori get thi inform
hibernate-distribution-3.3.2.GA,1,todo realli need abl deal with compon path here also thi difficult becaus hql sql grammar expect all those node type fromreferencenod one potenti fix here would convert intoclaus just use combo as child insertstat and move all thi logic into insertstat that probabl easiest approach read least amount chang grammar and code but just doesn feel right then insert would contain from claus
hibernate-distribution-3.3.2.GA,1,todo optim here would consid cascad delet and not gen those delet statement difficulti order tabl here cascad attribut persist tabl info gotten here should realli self contain class represent defin all need attribut then could then get array those
hibernate-distribution-3.3.2.GA,1,todo switch statement alway evil alreadi had bug becaus forgotten token type use polymorph thi
hibernate-distribution-3.3.2.GA,1,realli there two situat where should allow insert into properti defin superclass union subclass with abstract root entiti discrim subclass handl alreadi becaus fact that alreay alway return thi call may want disallow discrim subclass just consist sake current doe not work anyway
hibernate-distribution-3.3.2.GA,1,implicit join alway reus
hibernate-distribution-3.3.2.GA,1,todo use exprnoparen thi need
hibernate-distribution-3.3.2.GA,1,todo may also want check that type here map exactli one column jdbc type can think situat where arithmet express between multi column map make ani sens
hibernate-distribution-3.3.2.GA,1,not know either type blind guess
hibernate-distribution-3.3.2.GA,1,todo get sql render out here creat ast join express use sql gener grammar gener sql text index express
hibernate-distribution-3.3.2.GA,1,would probabl refactor have logicpars build tree simpl express connect and or not expressionpars translat from term like foo foo bar foo bar baz sql term like foo id foo bar id etc and which doe much same thing doe now
hibernate-distribution-3.3.2.GA,1,short circuit perform
hibernate-distribution-3.3.2.GA,1,not absolut necessari but doe help with aggress releas
hibernate-distribution-3.3.2.GA,1,tri block hack around fact that current tupliz not given opportun resolv subclass entiti name thi allow we assum custom interceptor abil influenc thi decis not abl base given entitynam
hibernate-distribution-3.3.2.GA,1,todo thi one ugliest and most fragil piec code hibern
hibernate-distribution-3.3.2.GA,1,todo implement function thi might pain here join post process subqueri ha alreadi been perform mean that theta join dialect join condit have alreadi been move over where claus simpl solut here might perform join post process onc entir queri includ ani subqueri one fell swoop
hibernate-distribution-3.3.2.GA,1,yuck
hibernate-distribution-3.3.2.GA,1,ignor it incom properti could not found cannot sure what here veri least safest simpli not appli ani derefer toggl
hibernate-distribution-3.3.2.GA,1,todo make thi bit nicer
hibernate-distribution-3.3.2.GA,1,yuck
hibernate-distribution-3.3.2.GA,1,todo potenti look optim these two array
hibernate-distribution-3.3.2.GA,1,note that paramet now unus delet it
hibernate-distribution-3.3.2.GA,1,todo figur out better way get from element proper tree structur thi not destin mani to mani add child origin
hibernate-distribution-3.3.2.GA,1,todo thi constructor form onli use from constructor directli below us can away
hibernate-distribution-3.3.2.GA,1,todo remov
hibernate-distribution-3.3.2.GA,1,should reengin thi class that rather than current hoc linear approach process stream token instead build tree express
hibernate-distribution-3.3.2.GA,1,todo should thi get move persistentcontext logic persistentcontext thing which interceptor get attach
hibernate-distribution-3.3.2.GA,1,todo someth much better look type other express todo have and or rule complet resolut boolean node
hibernate-distribution-3.3.2.GA,1,todo thi class doe too mani thing need differ kind path express parser each difffer way which path express can occur
hibernate-distribution-3.3.2.GA,1,todo optim thi better
hibernate-distribution-3.3.2.GA,1,todo should allow suffix these
hibernate-distribution-3.3.2.GA,1,todo thi realli necessari
hibernate-distribution-3.3.2.GA,1,todo not sure best way handl thi the non perform way
hibernate-distribution-3.3.2.GA,1,todo there better way
hibernate-distribution-3.3.2.GA,1,the class now way complex
hibernate-distribution-3.3.2.GA,1,todo would realli nice cach spec queri def not have re calc hash current not doabl though becaus resultset ref stuff
hibernate-distribution-3.3.2.GA,1,name from super queri bit ineleg that show here
hibernate-distribution-3.3.2.GA,1,real hacki use count nest parenthes
hibernate-distribution-3.3.2.GA,1,todo can remov thi onc deprec ctor can made privat
hibernate-distribution-3.3.2.GA,1,put ha nowait semant thi realli appropri note that need async replic never local sync
hibernate-distribution-3.3.2.GA,1,ugli hack case like multi part path express end element indic
hibernate-distribution-3.3.2.GA,1,fixm hacki workaround jbcach
hibernate-distribution-3.3.2.GA,1,todo copi past from sessionimpl pull up
hibernate-distribution-3.3.2.GA,1,todo need find clean way handl event sourc role seper classs respons event just duplic most session method pass around seper reto interceptor factori actionqueu and persistentcontext not manag
hibernate-distribution-3.3.2.GA,1,must done here becaus side effect yuck
hibernate-distribution-3.3.2.GA,1,we should actual rework thi class not implement parser and just process path express most conveni way
hibernate-distribution-3.3.2.GA,1,todo should remov thi exposur and have all refer session batcher use connectionmanag
hibernate-distribution-3.3.2.GA,1,may screw here sinc collect action about execut and not know final owner key valu
hibernate-distribution-3.3.2.GA,1,need clazz check work around union subclass todo there way tell whether persist truli discrim column base inherit
hibernate-distribution-3.3.2.GA,1,work around bug all known connect pool
hibernate-distribution-3.3.2.GA,1,todo reus preloadev
hibernate-distribution-3.3.2.GA,1,need better way defin suffix here
hibernate-distribution-3.3.2.GA,1,workaround weblog
hibernate-distribution-3.3.2.GA,1,todo temporari
hibernate-distribution-3.3.2.GA,1,todo yuck fix after hhh complet
hibernate-distribution-3.3.2.GA,1,would great move all thi below here into anoth method that could also use from new scroll stuff would need chang way max row stuff handl behind interfac that could control break mean know when stop
hibernate-distribution-3.3.2.GA,1,todo entityspan bit depend upon subclass implement veri bad
hibernate-distribution-3.3.2.GA,1,some messi complex stuff here sinc createcriteria can take alias path path root creat criteria instanc
hibernate-distribution-3.3.2.GA,1,todo add criteriaimplementor interfac thi class depend directli upon criteriaimpl impl packag
hibernate-distribution-3.3.2.GA,1,polymorph not realli handl complet correctli perhap well actual it ok assum that entiti name use lookup same one use here which will
hibernate-distribution-3.3.2.GA,1,thi not veri nice and quit slow
hibernate-distribution-3.3.2.GA,1,todo get sql render out here
hibernate-distribution-3.3.2.GA,1,meant handl dynam instanti queri copi from queryload
hibernate-distribution-3.3.2.GA,1,make sure thi defin paramet and check incom valu type todo what should actual except type here
hibernate-distribution-3.3.2.GA,1,worri about proxi perhap littl bit overkil here
hibernate-distribution-3.3.2.GA,1,todo throw except mayb warn not same
hibernate-distribution-3.3.2.GA,1,todo make entitypersist not depend interfac possibl
hibernate-distribution-3.3.2.GA,1,todo what amount signific digit need support here from decimalformat doc signific digit minimum integ digit maximum fraction digit
hibernate-distribution-3.3.2.GA,1,for backward compat allow set with not null element column use all column row locat sql todo creat implicit not null constraint all col
hibernate-distribution-3.3.2.GA,1,todo can remov thi onc deprec ctor can made privat
hibernate-distribution-3.3.2.GA,1,todo copi past from manytoonetyp
hibernate-distribution-3.3.2.GA,1,todo code duplic with
hibernate-distribution-3.3.2.GA,1,todo throw except
hibernate-distribution-3.3.2.GA,1,should thi interfac extend propertymap
hibernate-distribution-3.3.2.GA,1,todo here whi need make bytecod provid global todo again fix thi after hhh complet
hibernate-distribution-3.3.2.GA,1,todo current keep getter and setter instead propertyaccessor becaus way getgett and getsett implement current yuck
hibernate-distribution-3.3.2.GA,1,todo can remov thi onc deprec ctor can made privat
hibernate-distribution-3.3.2.GA,1,todo yuck thi not quit good enough it quick hack around problem have to one associ that refer embed compon
hibernate-distribution-3.3.2.GA,1,todo implement cach proxi
hibernate-distribution-3.3.2.GA,1,thi realli necessari
hibernate-distribution-3.3.2.GA,1,todo thi littl ineffici don need whole deep replaceel call
hibernate-distribution-3.3.2.GA,1,todo thi bit arbitrari expos switch user
hibernate-distribution-3.3.2.GA,1,return collect remov fixm even isinvers true
hibernate-distribution-3.3.2.GA,1,todo fix thi will work non pojo entiti mode
hibernate-distribution-3.3.2.GA,1,todo move these new joinabletyp abstract class extend entitytyp and
hibernate-distribution-3.3.2.GA,1,todo would nice handl proxi class elegantli
hibernate-distribution-3.3.2.GA,1,space todo not sure but perhap should exclud abstract denorm tabl
hibernate-distribution-3.3.2.GA,1,todo there more eleg way than downcast
hibernate-distribution-3.3.2.GA,1,todo remov
hibernate-distribution-3.3.2.GA,1,todo remov use instanceof
hibernate-distribution-3.3.2.GA,1,creat index key column
hibernate-distribution-3.3.2.GA,1,todo make thi bit nicer
hibernate-distribution-3.3.2.GA,1,todo can remov thi onc deprec ctor can made privat
hibernate-distribution-3.3.2.GA,1,todo perhap thi should some other runtimeexcept
hibernate-distribution-3.3.2.GA,1,yuck
hibernate-distribution-3.3.2.GA,1,todo need some cach scheme realli come down decis regard amount state if ani kept propertyaccessor
hibernate-distribution-3.3.2.GA,1,todo thi eventu need remov
hibernate-distribution-3.3.2.GA,1,todo design new lifecycl proxyfactori
hibernate-distribution-3.3.2.GA,1,todo should realli just collect these from variou selectexpress rather than regener here
hibernate-distribution-3.3.2.GA,1,todo should thi realli return null not figur out someth better here
hibernate-distribution-3.3.2.GA,1,todo should serious consid not allow txn begin from child session can alway rout request root session
hibernate-distribution-3.3.2.GA,1,should indic that process queri with subqueri impli via collect properti function here need use tabl name itself qualif alia todo verifi thi work all databas todo thi also case non index scenario
hibernate-distribution-3.3.2.GA,1,todo thi realli need delay unitl after definit know all node type where thi current problem paramet which where cannot unequivoc resolv expect type
hibernate-distribution-3.3.2.GA,1,todo make thi factori entiti mode relat session also mean make thi target transact synch and thing that know how cascad thing between relat session that point perhap thi thing sessioncontext and connectionmanag jdbccontext sessioncontext should live impl packag
hibernate-distribution-3.3.2.GA,1,creat index key column
hibernate-distribution-3.3.2.GA,1,is thi ok
hibernate-distribution-3.3.2.GA,1,init tabl here instead earlier that can get quot tabl name todo would better simpli pass qualifi tabl name instead split into name
hibernate-distribution-3.3.2.GA,1,perhap thi should except sinc onli ever use abov method
hibernate-distribution-3.3.2.GA,1,note thi assum someth about how implement subclass befor now tri remov that unqot and miss alias
hibernate-distribution-3.3.2.GA,1,put placehold entri don recurs back and tri save same object again question should thi done befor onsav call likewis should done befor onupd
hibernate-distribution-3.3.2.GA,1,befor cascad todo should thi
hibernate-distribution-3.3.2.GA,1,todo should throw except realli know sure that thi detach instanc rather than just assum throw new id
hibernate-distribution-3.3.2.GA,1,todo the order which entiti save may matter particular transient entiti may need save befor other transient entiti can save keep retri batch transient entiti until either there transient entiti left transientcopycach transient entiti save last batch for now just run through transient entiti and retri merg
hibernate-distribution-3.3.2.GA,1,todo object uniniti proxi thi ineffici result two sql select
hibernate-distribution-3.3.2.GA,1,todo put thi stuff back read snapshot from second level cach need some extra work
hibernate-distribution-3.3.2.GA,1,todo not quit sure about full implic thi
hibernate-distribution-3.3.2.GA,1,thi kinda best can do
hibernate-distribution-3.3.2.GA,1,trim done workaround stupid oracl bug that cant handl whitespac befor
hibernate-distribution-3.3.2.GA,1,todo thi needn exclud subclass
hibernate-distribution-3.3.2.GA,1,todo use two visitor here ineffici
hibernate-distribution-3.3.2.GA,1,trim done workaround stupid oracl bug that cant handl whitespac befor
hibernate-distribution-3.3.2.GA,1,todo doe thi realli need here doe collect alreadi have it own up to date snapshot
hibernate-distribution-3.3.2.GA,1,otherwis trim specif and or trim charact have been specifi need decid which option present and do right thing should lead trim charact trim should trail trim charact trim trim charact trim sourc
hibernate-distribution-3.3.2.GA,1,it possibl that tree walk outerjoinload can get an associ defin subclass which case properti ref might refer properti defin subclass current class in thi case tabl name not known thi temporari solut assum that properti ref refer properti subclass tabl that associ belong reason guess todo fix thi add propertynam
hibernate-distribution-3.3.2.GA,1,todo altern check owner ha chang hasn then return
hibernate-distribution-3.3.2.GA,1,suppos
hibernate-distribution-3.3.2.GA,1,tbd should thi varbinari binari
hibernate-distribution-3.3.2.GA,1,shortcut
hibernate-distribution-3.3.2.GA,1,todo should provid some way get key collect statist make easier retriev from gui perspect
hibernate-distribution-3.3.2.GA,1,todo probabl better calcul these and pass them in it more perform
hibernate-distribution-3.3.2.GA,1,todo should addit check current isol mode explicitli
hibernate-distribution-3.3.2.GA,1,todo simpli remov thi overrid fix abov todo
hibernate-distribution-3.3.2.GA,1,todo get sql render out thi packag
hibernate-distribution-3.3.2.GA,1,todo get sql render out thi packag
hibernate-distribution-3.3.2.GA,1,todo get sql render out thi packag
hibernate-distribution-3.3.2.GA,1,todo there realli ani reason kkeep tri thi fail onc
hibernate-distribution-3.3.2.GA,1,todo not sure thi correct could not find doc how thi
hibernate-distribution-3.3.2.GA,1,hsql ha blob clob support but just put these here now
hibernate-distribution-3.3.2.GA,1,merg don cascad uniniti collect todo perhap thi doe need cascad after all
hibernate-distribution-3.3.2.GA,1,yick need thi proper handl
hibernate-distribution-3.3.2.GA,1,todo should orphan realli delet dure lock
hibernate-distribution-3.3.2.GA,1,todo move stringhelp
hibernate-distribution-3.3.2.GA,1,set can just view part anoth collect need copi sure won chang underneath us ie
hibernate-distribution-3.3.2.GA,1,todo would realli realli nice use thi also model compon
hibernate-distribution-3.3.2.GA,1,todo move sql packag
hibernate-distribution-3.3.2.GA,1,todo look own properti and check that isn lazi by instrument
hibernate-distribution-3.3.2.GA,1,todo add thi info translat and aggreg here
hibernate-distribution-3.3.2.GA,1,todo possibl relax that
hibernate-distribution-3.3.2.GA,1,todo possibl relax that
hibernate-distribution-3.3.2.GA,1,would better use element type determin whether old and new equal here problem be not necessarili have access element type all case
hibernate-distribution-3.3.2.GA,1,todo code duplic with
hibernate-distribution-3.3.2.GA,1,todo refactor sql packag
hibernate-distribution-3.3.2.GA,1,todo two hashmap lookup here one too mani
hibernate-distribution-3.3.2.GA,1,note that thi method could easili move if ever need reus from other subclass
hibernate-distribution-3.3.2.GA,1,from collect associ locat oja manytoon correspond thi persist fulli defin mani to mani need that oja that can use it alia here todo there better way here
hibernate-distribution-3.3.2.GA,1,todo thi class depend directli upon criteriaimpl impl packag add criteriaimplementor interfac
hibernate-distribution-3.3.2.GA,1,need qualifi index name with schema name
hibernate-distribution-3.3.2.GA,1,todo probabl should have make clean
hibernate-distribution-3.3.2.GA,1,todo get sql render out thi packag
hibernate-distribution-3.3.2.GA,1,yukki don you have subclass that todo race condit can happen here
hibernate-distribution-3.3.2.GA,1,note veri hackish workaround todo fix thi will work non pojo entiti mode
hibernate-distribution-3.3.2.GA,1,todo need make major thi function into top level support class custom impl support
hibernate-distribution-3.3.2.GA,1,domj collect onli todo would better thi done higher level printer
hibernate-distribution-3.3.2.GA,1,todo ineffici that cach just go ignor updat state
hibernate-distribution-3.3.2.GA,1,todo altern check owner ha chang hasn then get from
hibernate-distribution-3.3.2.GA,1,todo refactor make thi method privat
hibernate-distribution-3.3.2.GA,1,todo keep seper notion qt here shallow non shallow queri
hibernate-distribution-3.3.2.GA,1,todo temporari need becaus current persist one that creat and render join fragment inherit hierarchi
hibernate-distribution-3.3.2.GA,1,thi call sessionfactori irregardless just disregard here could also add check sessionfactori onli condit call stop
hibernate-distribution-3.3.2.GA,1,swaldman modifi allow null valu signifi fall through cp poolconfig default
hibernate-distribution-3.3.2.GA,1,work around that crazi issu where tree contain empti fromel no text afaict thi caus
hibernate-distribution-3.3.2.GA,1,kinda ugli but need collect with node map
hibernate-distribution-3.3.2.GA,1,fixm get persistentclass
hibernate-distribution-3.3.2.GA,1,todo would great have method don believ that account identifi properti return properti name then should have non id field name
hibernate-distribution-3.3.2.GA,1,entiti name will not avail non pojo entiti todo cach entiti name somewher that avail thi except
hibernate-distribution-3.3.2.GA,1,todo thi realli necessari
hibernate-distribution-3.3.2.GA,1,index todo thi kinda slow
hibernate-distribution-3.3.2.GA,1,todo move sql packag and refactor with similar thing
hibernate-distribution-3.3.2.GA,1,todo not sure about except handl thi bit
hibernate-distribution-3.3.2.GA,1,ugli littl workaround fact that doe not handl compon properti
hibernate-distribution-3.3.2.GA,1,append sql return gener identifi todo suck into insert
hibernate-distribution-3.3.2.GA,1,thi realli ugli but necessari
hibernate-distribution-3.3.2.GA,1,todo modifi class definit not alreadi transform
hibernate-distribution-3.3.2.GA,1,todo should use select for updat
hibernate-distribution-3.3.2.GA,1,creat action that will evict collect and entiti region base queryspac tabl name todo cach autodetect inform and pass instead
hibernate-distribution-3.3.2.GA,1,todo thi correct
hibernate-distribution-3.3.2.GA,1,use onli for regress test todo obvious get rid all thi junk
hibernate-distribution-3.3.2.GA,1,note thi assum someth about how implement subclass befor now tri remov that unqot and miss alias
hibernate-distribution-3.3.2.GA,1,use stringbuff workaround jdk bug
hibernate-distribution-3.3.2.GA,1,todo move into collect type can use polymorph
hibernate-distribution-3.3.2.GA,1,todo should just collect these like with collect abov
