projectname,classification,preprocess_comments
jruby-1.4.0,1,enebo lot optz parser here
jruby-1.4.0,1,fixm move out thi class
jruby-1.4.0,1,fact should probabl rais error ye
jruby-1.4.0,1,todo ari sort check should done here
jruby-1.4.0,1,todo get rid thi lax return strict will throw
jruby-1.4.0,1,bit riski someon chang completor but use method call
jruby-1.4.0,1,todo rest thi seek same posit unnecessari sinc share channel but some thi may need
jruby-1.4.0,1,todo thi right thing do
jruby-1.4.0,1,fixm thi probabl belong differ packag
jruby-1.4.0,1,fixm not veri effici
jruby-1.4.0,1,clone dynam scope becaus thi will new instanc block ani previous captur instanc thi block may still around and not want start overwrit those valu when creat new one enebo onc make self lastclass and lastmethod immut can remov duplic
jruby-1.4.0,1,thi gross but java api aren iso compliant all
jruby-1.4.0,1,todo thi correct
jruby-1.4.0,1,workaround jrubi mri doe not enter thi product some reason
jruby-1.4.0,1,creat block thi iter node fixm shouldn use current scope it not actual from same hierarchi static scope
jruby-1.4.0,1,sss fixm need check same whatev pop
jruby-1.4.0,1,sss fixm where thi set up how thi diff from classvardeclnod
jruby-1.4.0,1,fixm need check doe main java not call thi they should consolid
jruby-1.4.0,1,fixm thi tabl will get move into posix librari can get all actual support signal thi quick fix support basic signal until that happen
jruby-1.4.0,1,fixm thi worri bit sinc could alloc lot with larg newlength
jruby-1.4.0,1,todo thi filter kind gross it would nice get some parser help here
jruby-1.4.0,1,todo decompos don pars fullnam
jruby-1.4.0,1,thi gross but java api aren iso compliant all
jruby-1.4.0,1,fixm get rid lazi and handl restrict access elsewher
jruby-1.4.0,1,todo now use faith reimplement mri algorithm but should use utfencod facil from joni onc start prefrom utf content valid
jruby-1.4.0,1,don have opt arg start after arg they will assign later thi crap like def foo true which number befor fixm onli start after requir arg sinc opt arg may access other and rest arg conflict with compileroot use indic signatur
jruby-1.4.0,1,fixm determin real alloc need here peopl want extend javaclass want them that can you should you abl to todo probabl here sinc don intend peopl monkey with thi type and can marshal confirm jrubi
jruby-1.4.0,1,grrr arghh want subclass but can must all thi the next line code which ha alreadi been done floatingdecim
jruby-1.4.0,1,fixm realli want method includ privat protect and doe not includ superclass method also getdeclar call may throw securityexcept we run under restrict secur polici
jruby-1.4.0,1,small hack save cast later
jruby-1.4.0,1,thi perhap inneffici timewis optim spacewis
jruby-1.4.0,1,todo confirm expect arg irubyobject or similar
jruby-1.4.0,1,there not compel reason keep javaclass instanc weak map ani proxi creat were kept non weak map most case they will stick around anyway and some good reason not javaclass creation expens one mani lookup perform when pass paramet to from method etc todo faster custom concurr map
jruby-1.4.0,1,todo check java reserv name and rais except encount
jruby-1.4.0,1,fixm jrubi end with condit return null quick fix until can dig into
jruby-1.4.0,1,workaround bug sun jdk see
jruby-1.4.0,1,fixm weakref rb also doe caller here backtrac
jruby-1.4.0,1,fixm remov thi from grammar
jruby-1.4.0,1,todo it perhap just coincid that all channel which should rais instanceof selectablechannel sinc stdio not so thi bother slightli con
jruby-1.4.0,1,fixm not sure what semant transfer
jruby-1.4.0,1,fixm thi pretti gross should have cleaner initi that doesn depend packag visibl field and ideal atom probabl use immut structur replac all onc lazi null when group defin
jruby-1.4.0,1,thi dummi scope should find way make that more explicit
jruby-1.4.0,1,fixm resolv what hell go on
jruby-1.4.0,1,rb obj id return intern object fixm should thi renam match it rubi name
jruby-1.4.0,1,again shouldn happen todo might want throw except instead
jruby-1.4.0,1,fixm mayb not best place but move good home
jruby-1.4.0,1,todo may here but it unclear how struct work with marshal confirm behavior and ensur we do thi correctli jrubi
jruby-1.4.0,1,todo should next and return also catch here
jruby-1.4.0,1,alway prepend org jrubi proxi packag begin becaus java and javax packag protect and sign jar prevent gener new class with those packag name see jrubi
jruby-1.4.0,1,todo should abl optim thi quit bit post javaclass alreadi ha all method organ method name next version support protect method field will have them organ even further collectmethod here can just lookup overridden method javaclass map should much faster
jruby-1.4.0,1,index item thi could probabl more effici bail out assign arg past end
jruby-1.4.0,1,todo make more effici not creat irubyarray
jruby-1.4.0,1,rb mod remov cvar fixm ani good reason have two ident method same
jruby-1.4.0,1,from dup setup from dup setup here unlik
jruby-1.4.0,1,don have opt arg start after arg they will assign later thi crap like def foo true which number befor fixm onli start after requir arg sinc opt arg may access other and rest arg conflict with compileroot use indic signatur
jruby-1.4.0,1,it singl arg when but contain array know it real liter array fixm thi gross way figur out parser help similar yield argument pass expandargu would better
jruby-1.4.0,1,todo onli setaccess account pattern found access constant includ from non public interfac aka be implement mani class
jruby-1.4.0,1,not intend call directli user privat old todo from rubi code thi should implement javaclass java where can check reserv rubi name conflict method etc
jruby-1.4.0,1,fixm don allow multipl thread thi onc
jruby-1.4.0,1,todo bleed runtim into parser ariti may should parser to keep bleed oneway
jruby-1.4.0,1,rb ari push fixm whi thi name push
jruby-1.4.0,1,todo thi probabl isn best hack but work until can have differ root frame setup easili
jruby-1.4.0,1,todo least pass argsnod null implicitnil wrong magic setuparg sinc will irubyobject nil need figur out nice fast null pattern setuparg assert argsnod null receivernod not null
jruby-1.4.0,1,hack order have stdout err act like tti and flush alway set anyth assign stdout stderr sync
jruby-1.4.0,1,fixm not veri effici
jruby-1.4.0,1,todo peopl extend gzipwrit reader will break find better way here
jruby-1.4.0,1,fixm set call configur thi
jruby-1.4.0,1,process stream get into filechannel but not actual seekabl instead just isseek check do instanceof filechannel must also add thi boolean check which set fals when it known that incom channel from process fixm thi gross and it nio fault not provid nice way to tell channel realli seekabl
jruby-1.4.0,1,again shouldn happen todo might want throw except instead
jruby-1.4.0,1,fixm somehow feel better thi could get appropri var index from argumentnod
jruby-1.4.0,1,fixm can get optim ieqlnod
jruby-1.4.0,1,todo round mode should not hard code see mode
jruby-1.4.0,1,fixm move thi here get what obvious util method out irubyobject perhap secur method should find their own central home some point
jruby-1.4.0,1,fixm nativeexcept expect use from rubi code should provid real alloc use otherwis class new will fail will marshal jrubi
jruby-1.4.0,1,object to obsolet match rubi hack until to goe away then can remov thi hack too
jruby-1.4.0,1,todo callback valu would more effici but unlik big cost constant rare assign
jruby-1.4.0,1,fixm thi should somewher more gener mayb idutil
jruby-1.4.0,1,sss fixm move thi code some util area probabl there alreadi method thi some jrubi util class holi cow just append two darn array
jruby-1.4.0,1,todo set our metaclass target class scari
jruby-1.4.0,1,add with full signatur it guarante directli access todo need thi full formal jvm signatur
jruby-1.4.0,1,context null wipe out softrefer thi could done with refer queue
jruby-1.4.0,1,todo remov
jruby-1.4.0,1,fixm not veri effici
jruby-1.4.0,1,fixm big fat hack here becaus scope name expect intern string parser
jruby-1.4.0,1,todo thi actual now return scope whoever call method to proc which obvious wrong but there scope provid mani method fix jrubi but need better solut
jruby-1.4.0,1,author headiu fixm convert enum
jruby-1.4.0,1,the follow three method must defin fast sinc they expect modifi current frame they expect frame will alloc them jrubi
jruby-1.4.0,1,todo probabl here sinc don intend peopl monkey with thi type and can marshal confirm jrubi
jruby-1.4.0,1,sss fixm can thi return anyth other than nil
jruby-1.4.0,1,xxx const lookup can trigger const miss that enough warrant alway be execut
jruby-1.4.0,1,visibl check without requir frame self todo don bother pass when fcall vcall and adjust callsit appropri
jruby-1.4.0,1,todo should frozen error have it own distinct class not should more share
jruby-1.4.0,1,todo onli use interfac implement elimin
jruby-1.4.0,1,fixm null check remov onc figur out how assign unset name block arg
jruby-1.4.0,1,for jrubi when met choos cet timezon work around joda
jruby-1.4.0,1,fixm thi gross don thi
jruby-1.4.0,1,fixm think need these push somewher
jruby-1.4.0,1,sss fixm deprec go forward all instruct should come from cfg
jruby-1.4.0,1,todo should probabl appli null object pattern non allow class rather than null
jruby-1.4.0,1,todo should next and return also catch here
jruby-1.4.0,1,yow thi still ugli
jruby-1.4.0,1,add method with full signatur it guarante directli access todo need thi full formal jvm signatur
jruby-1.4.0,1,fixm thi version faster than previou but both suffer from crucial flaw imposs creat objectspac with iter that doesn either hold object that might otherwis collect have way guarante that call hasnext will correct or that subsequ call next will produc object for our purpos now thi may accept
jruby-1.4.0,1,fixm clear read buffer here is thi appropri
jruby-1.4.0,1,todo specifi soft ref may want compar memori consumpt behavior with weak ref specifi weak place soft below
jruby-1.4.0,1,fixm lose syntact element here and other like thi
jruby-1.4.0,1,enebo total weird name in mri not alloc and local var name
jruby-1.4.0,1,fixm thi doesn actual support anyth but string
jruby-1.4.0,1,ten stuff into tmp local load revers order and assign fixm there probabl slightli smarter way but import
jruby-1.4.0,1,xxx someth
jruby-1.4.0,1,todo onli setaccess account pattern found access constant includ from non public interfac aka be implement mani class todo not sure need thi all sinc onli expos public field
jruby-1.4.0,1,fixm want elimin these type cast when possibl
jruby-1.4.0,1,todo decompos don pars fullnam
jruby-1.4.0,1,hack forc clinit creat
jruby-1.4.0,1,fixm true array common enough should pre alloc and stick somewher
jruby-1.4.0,1,option arg have irubyobject todo confirm
jruby-1.4.0,1,todo thi almost metaclass perhap refactor
jruby-1.4.0,1,fixm ad thi becaus marshal spec seem reconstitut object without call datawrapstruct thi result object be null after unmarshal
jruby-1.4.0,1,todo factor thi chunk mri yarv getast
jruby-1.4.0,1,todo ari sort check should done here
jruby-1.4.0,1,exit monitor befor make call fixm thi not be final littl worrisom
jruby-1.4.0,1,self arg sss fixm verifi that thi correct
jruby-1.4.0,1,thi jrubi sinc after suspend termin seem need reiniti sinc can easili detect suspens initi after everi readlin probabl not fast but thi interact termin anyway so who care
jruby-1.4.0,1,todo abov but not below addit newlin node
jruby-1.4.0,1,sss fixm receiv thi class meta object basic operand receiv
jruby-1.4.0,1,fixm thi whole thing could probabl implement modul and mix into appropri class especi use either smart about kind io like object it be use against
jruby-1.4.0,1,fixm bit kludg here non interfac class assign both class and modul field simplifi proxi extend code will away when overhaul and proxi extend deprec
jruby-1.4.0,1,fixm what should these realli be numer assert instanceof rubycomplex instanceof rubycomplex
jruby-1.4.0,1,we depend side effect load which load class but doe not turn into script don like it but until restructur code bit more we need quietli let here
jruby-1.4.0,1,fixm should also support org that use capit packag name includ embarrassingli one work for but thi should enabl system properti expect default behavior upper case valu should and is treat class name and rais except it not found
jruby-1.4.0,1,index item thi could probabl more effici bail out assign arg past end
jruby-1.4.0,1,todo thi version differ from ioctl check whether fcntl exist and rais notimpl doesn perhap differ us
jruby-1.4.0,1,fixm thi temporari sinc variabl compil assum want arg alreadi stack assign just pop and continu with arg logic
jruby-1.4.0,1,todo elimin
jruby-1.4.0,1,todo confirm expect arg irubyobject or similar
jruby-1.4.0,1,todo handl write into origin buffer better
jruby-1.4.0,1,thi fairli specif hack empti string but doe job
jruby-1.4.0,1,xxx thi constructor hack implement end syntax convert reader back into inputstream doesn gener work
jruby-1.4.0,1,method ha more than line we need split and therefor need use heap base scope
jruby-1.4.0,1,the implement these all bonu see todo abov go throw error from these but appear wrong place it
jruby-1.4.0,1,todo confirm expect arg irubyobject or similar
jruby-1.4.0,1,entri exist proxi doesn match replac thi could happen old proxi gc todo rais except store proxi non null not gc
jruby-1.4.0,1,todo better algorithm set precis need
jruby-1.4.0,1,sss fixm use anywher don see call thi anywher public operand node ir scope dasgnnod dasgnnod dasgnnod node
jruby-1.4.0,1,todo make thi more intellig valu
jruby-1.4.0,1,todo split thi into two sub class that name and constnod can specifi seper
jruby-1.4.0,1,not sure how well thi work but work much better than just currenttimemilli itself
jruby-1.4.0,1,fixm thi copi code from rubyarray both re struct and array should share one impl thi also hacki sinc construct rubi object access rubi array through aref instead someth lower
jruby-1.4.0,1,fixm no don like it
jruby-1.4.0,1,ignor bean doesn get regist todo whi doe that bother me
jruby-1.4.0,1,fixm thi current onli here becaus some problem with iooutputstream write bare runtim without proper scope
jruby-1.4.0,1,argument compil alway creat irubyobject but want use rubyarray concat here fixm result thi not effici sinc creat and then later unwrap array
jruby-1.4.0,1,sss fixm what differ between classvarasgnnod classvardeclnod
jruby-1.4.0,1,fixm set callconfigur thi
jruby-1.4.0,1,todo read write from frame todo inform scope todo visibl
jruby-1.4.0,1,fixm somehow feel better thi could get appropri var index from argumentnod
jruby-1.4.0,1,fixm thi almost entir duplic from main java
jruby-1.4.0,1,might need perform dst correct
jruby-1.4.0,1,fixm thi current onli here becaus some problem with iooutputstream write bare runtim without proper scope
jruby-1.4.0,1,creat block thi iter node fixm shouldn use current scope it not actual from same hierarchi static scope
jruby-1.4.0,1,fixm how much more obtus can thi be heredoc alreadi pars thi and save string do not pars just return
jruby-1.4.0,1,thi need split sinc condit call inherit doesn fit standard rubi semant
jruby-1.4.0,1,xxx again screwi eval under previou frame scope
jruby-1.4.0,1,sss fixm mayb thi not realli concern after all nest level thi scope lexic nest scope current file thi not confus with semant nest scope across file consid thi code file class end so lexic nest level the file script file semant level thi primarili use ensur that variabl name don clash definit closur shouldn overrid use from parent scope privat int
jruby-1.4.0,1,ignor bean doesn get regist todo whi doe that bother me
jruby-1.4.0,1,actual type doe not exactli match method return type re get convert fixm when onli autoconvers primit thi won need
jruby-1.4.0,1,fixm should probabl still dyncal here
jruby-1.4.0,1,fixm final should dup here
jruby-1.4.0,1,don bother check final method won there not gener can be
jruby-1.4.0,1,todo gener thi type check code into irubyobject helper
jruby-1.4.0,1,fixm need rethought
jruby-1.4.0,1,rubi constant string should thi move somewher els
jruby-1.4.0,1,let onli gener method those user may actual intend overrid that includ ani defin current class and ani ancestor that also javaproxyclass but none from ani other ancestor class method defin mixin will consid intent overridden except those from kernel java and javaproxymethod well enumer todo may want exclud other common mixin
jruby-1.4.0,1,fixm don like null check here
jruby-1.4.0,1,invok callmethodmiss method directli todo thi could further optim sinc some dsl hit method miss pretti hard
jruby-1.4.0,1,todo confirm expect arg irubyobject or similar
jruby-1.4.0,1,todo thi realli ineffi and potenti problem everytim anyon requir someth should tri make loadpath special array object
jruby-1.4.0,1,get here found match method use todo choos narrowest method continu search
jruby-1.4.0,1,rb obj id return intern object fixm should thi renam match it rubi name
jruby-1.4.0,1,fixm whi thi use befor that did callsup
jruby-1.4.0,1,bodi rescu node inspect it piec separ avoid disabl all optz todo thi gross
jruby-1.4.0,1,fixm thi doe not have exact same semant rubyarray join but they probabl could consolid perhap join arg sep dochomp
jruby-1.4.0,1,lame gener issu make segment class static and manual insert cach refer work around variou problem gener referenc method var across class
jruby-1.4.0,1,fixm not veri effici
jruby-1.4.0,1,fixm thi determin modul strang locat and should somehow block
jruby-1.4.0,1,todo think thi end propag from normal java except
jruby-1.4.0,1,thi seem unlik happen unless it total bogu fileno so even need bother tri creat one
jruby-1.4.0,1,todo turn off neg will return lax mode
jruby-1.4.0,1,todo list sublist from to clear suppos clear sublist from list how can support thi oper
jruby-1.4.0,1,sss fixm what differ between classvarasgnnod classvardeclnod
jruby-1.4.0,1,see note below re field kludg
jruby-1.4.0,1,we not set provid anyth but seem that bouncycastl doe some intern thing it provid constructor which requir execut secur context ideal thi hack should remov see jrubi and thi bug
jruby-1.4.0,1,thi rather ugli hack but similar mri see hash rubi setenv and similar mri search all key case insensit match and use that
jruby-1.4.0,1,todo wrong get interfac from class
jruby-1.4.0,1,todo make callcoerc work block context then fix downto step and upto
jruby-1.4.0,1,fixm code below copi rubyio put and should avoid copi past
jruby-1.4.0,1,instal invokedynam bootstrapp todo need abstract thi setup behind anoth compil interfac
jruby-1.4.0,1,fixm ineffici construct bignum just dump
jruby-1.4.0,1,todo rubi doe not seem care about invalid numer mode valu not sure rubi overflow here also
jruby-1.4.0,1,fixm obviou issu that not all platform can display all attribut ugli hack use gener posix librari make push inspect behavior into specif system impl rather pain
jruby-1.4.0,1,from dup setup here unlik
jruby-1.4.0,1,fixm thi realli ought clinit but doesn matter much
jruby-1.4.0,1,todo callback valu would more effici but unlik big cost constant rare assign
jruby-1.4.0,1,use iochannel may not most perform way but it easi
jruby-1.4.0,1,todo thi should entri into error handl somewher
jruby-1.4.0,1,todo make thi specif ariti call
jruby-1.4.0,1,fixm legal here may want
jruby-1.4.0,1,fixm thi ugli hack resolv jrubi not proud
jruby-1.4.0,1,visibl check without requir frame self todo don bother pass when fcall vcall and adjust callsit appropri
jruby-1.4.0,1,sss fixm what happen add class thi case
jruby-1.4.0,1,sss fixm thi correct
jruby-1.4.0,1,fixm big fat hack here becaus scope name expect intern string parser
jruby-1.4.0,1,ignor bean doesn get regist todo whi doe that bother me
jruby-1.4.0,1,sss fixm are guarante that splat dont head multipl assign node
jruby-1.4.0,1,todo probabl here confirm jrubi
jruby-1.4.0,1,todo catch except constant alreadi set other thread
jruby-1.4.0,1,todo thi version differ from ioctl check whether fcntl exist and rais notimpl doesn perhap differ us
jruby-1.4.0,1,todo implement tti and isatti have real capabl determin thi from java but could set tti statu then could invok jrubi differ allow stdin return true thi thi would allow thing like cgi rb work properli
jruby-1.4.0,1,fixm should get thi from runtim rather than assum none return
jruby-1.4.0,1,object to obsolet match rubi hack until to goe away then can remov thi hack too
jruby-1.4.0,1,end hack
jruby-1.4.0,1,todo thi isn exact port mri pipe behavior revisit
jruby-1.4.0,1,todo protect method thi go requir rework some mechan
jruby-1.4.0,1,fixm thi current onli here becaus some problem with iooutputstream write bare runtim without proper scope
jruby-1.4.0,1,todo factor thi chunk mri yarv getast
jruby-1.4.0,1,fixm what should thi realli be assert instanceof rubycomplex
jruby-1.4.0,1,fixm thi isn right within ensur rescu code
jruby-1.4.0,1,sss fixm token can final method impli that token onli thi particular implement method but mehod modifi creat new method object which turn get new token what make sens intuit seem first one but let see current code version token thi method can chang dure execut method get redefin
jruby-1.4.0,1,todo would nice throw better error thi
jruby-1.4.0,1,set field cacheentri todo make thi array it not much class metadata similar abstractscript stuff
jruby-1.4.0,1,todo would nice throw better error thi
jruby-1.4.0,1,todo newtypeerror doe not offer enough rubi error string
jruby-1.4.0,1,sss fixm ad thi in thi correct
jruby-1.4.0,1,upper case packag name todo top level upper case packag support previou rubi base implement leav is see note re futur approach below top level
jruby-1.4.0,1,todo wire into new except handl mechan
jruby-1.4.0,1,todo thi also defin metaclass too consolid somewher
jruby-1.4.0,1,fixm constdecl could two seper class or done differ sinc constnod and name never exist same time
jruby-1.4.0,1,todo probabl here sinc don intend peopl monkey with thi type and can marshal confirm jrubi
jruby-1.4.0,1,fixm final should dup here
jruby-1.4.0,1,todo probabl here sinc don intend peopl monkey with thi type and can marshal confirm jrubi
jruby-1.4.0,1,todo number format here mri use api must
jruby-1.4.0,1,todo need get thi back into method signatur now too late
jruby-1.4.0,1,super call from proxi must use reflect method fixm possibl make handl superclass call
jruby-1.4.0,1,option arg have irubyobject todo confirm
jruby-1.4.0,1,todo better error handl
jruby-1.4.0,1,fixm not veri effici
jruby-1.4.0,1,sss fixm should thi operand compoundstr can happen that symbol built out other than compound string can happen dure optim that thi becom gener operand
jruby-1.4.0,1,fixm should realli not creat dynam scope root ast befor pars thi make end need readjust thi dynam scope come out pars and local static scope will alway happen becaus and fixm becaus end adjust thi after the fact can use ani specif size scope
jruby-1.4.0,1,todo wire into new except handl mechan
jruby-1.4.0,1,todo not sure that should skip call join altogeth thread join ha some implic java memori model etc
jruby-1.4.0,1,hack get right style input
jruby-1.4.0,1,variabl ad then may need grow dynam scope match static one fixm make thi onli need check thi blockscop null cannot current sinc creat dynamicscop localstaticscop befor pars begin refactor should make thi fixabl
jruby-1.4.0,1,sss fixm thi method at least context multipl assign littl weird call regular to ari object but encount method miss valu insert into element array tri first then defin fixnum to ari method and tri again ex
jruby-1.4.0,1,fixm potenti could just use bytelist here
jruby-1.4.0,1,fixm thi current onli here becaus some problem with iooutputstream write bare runtim without proper scope
jruby-1.4.0,1,fixm consid fix node assign itself rather than singl case
jruby-1.4.0,1,thi perhap inneffici timewis optim spacewis
jruby-1.4.0,1,end hack
jruby-1.4.0,1,ignor job cancel fixm thi ok
jruby-1.4.0,1,regular divis with some default precis todo proper algorithm set precis
jruby-1.4.0,1,todo exec should replac current process thi could possibl with jna
jruby-1.4.0,1,sometim valu can retriev compil time succeed noth like it might not follow reason the constant miss the refer forward refer the constant valu onli known run time first access but thi runtim isn it our compil isn abl right away infer that thi constant sss fixm the operand can liter array rang hash henc operand becaus array rang and hash deriv from operand and not constant there way fix thi imped mismatch should possibl handl forward refer case creat new forwardrefer operand and then inform scope forward refer which scope can fix when refer get defin code gen time refer unresolv when valu retriev forward ref and get null can throw constmiss except not sure
jruby-1.4.0,1,fixm probabl not right here sinc might eventu want javaarray marshal jrubi
jruby-1.4.0,1,workaround jrubi mri doe not enter thi product some reason
jruby-1.4.0,1,bodi rescu node inspect it piec separ avoid disabl all optz todo thi gross
jruby-1.4.0,1,todo thi probabl bad
jruby-1.4.0,1,fixm realli want method includ privat protect and doe not includ superclass method
jruby-1.4.0,1,fixm shouldn need just queri local defin method
jruby-1.4.0,2,todo call config with scope but frame
jruby-1.4.0,2,todo rubi truncat string specif size here but our bytelist should handl thi alreadi
jruby-1.4.0,2,todo clone setup here
jruby-1.4.0,2,todo must overrid rubymodul pick constant
jruby-1.4.0,2,todo non strict option
jruby-1.4.0,2,todo adjust length won fall middl multi byte charact mri sprintf use tabl modifi version regex which assum some particular encod given see regex re mbcinit rubi thi onli issu user specifi precis that caus string truncat the same issu would aris take substr bytelist back rubystr
jruby-1.4.0,2,fixm logic need
jruby-1.4.0,2,todo note lack command com support win
jruby-1.4.0,2,todo need calcul everi time
jruby-1.4.0,2,fixm creat attrreadermethod attrwritermethod faster attr access
jruby-1.4.0,2,todo time calcul same valu below
jruby-1.4.0,2,todo opt and
jruby-1.4.0,2,fixm optim case where have fals branch
jruby-1.4.0,2,fixm don use rubyio thi
jruby-1.4.0,2,fixm after jump not here will ever be label afterjmp new label
jruby-1.4.0,2,todo miss addit logic deal with conflict protect field
jruby-1.4.0,2,todo rescan code rang
jruby-1.4.0,2,todo deal with unc name
jruby-1.4.0,2,todo rescan code rang
jruby-1.4.0,2,todo pass thi in
jruby-1.4.0,2,fixm miss ariti check
jruby-1.4.0,2,todo warn tri creat proc object without block
jruby-1.4.0,2,todo make threadsaf
jruby-1.4.0,2,todo port exact behavior from mri and move most lock logic into channeldescriptor todo all lock nb case return fals they would block
jruby-1.4.0,2,todo someth here
jruby-1.4.0,2,todo pipe handler reopen with path and mode
jruby-1.4.0,2,todo check return valu here
jruby-1.4.0,2,fixm when get jna need properli write thi errno
jruby-1.4.0,2,todo other reserv name
jruby-1.4.0,2,todo better detect when path absolut not path isn absolut then prepend current work directori path
jruby-1.4.0,2,todo deal with vararg
jruby-1.4.0,2,todo must overrid rubymodul pick constant
jruby-1.4.0,2,todo store begin and end inform into thi node
jruby-1.4.0,2,todo rubi lock string here
