projectname,classification,preprocess_comments
hibernate-distribution-3.3.2.GA,DEFECT,todo point where resolv collect refer don know valu ha been resolv depend earlier later map document now could tri and use getstatu decid semiresolv troubl that initializeent reus same array resolv and hydrat valu
hibernate-distribution-3.3.2.GA,DEFECT,todo current don know sessionfactori refer when build tupliz thi bug embed xml fals compon todo fix thi after hhh complet
hibernate-distribution-3.3.2.GA,DEFECT,todo thi requir that collect defin after referenc properti map file ok
hibernate-distribution-3.3.2.GA,DEFECT,todo current realli not handl would indic part compon need includ select current then just render entir compon into select claus that case
hibernate-distribution-3.3.2.GA,DEFECT,todo thi complet correct
hibernate-distribution-3.3.2.GA,DEFECT,todo what batchupd callablestat call executebatch
hibernate-distribution-3.3.2.GA,DEFECT,thi doesn actual seem work but might work some db also doesn work there multipl column result becaus not account suffix return new string
hibernate-distribution-3.3.2.GA,DEFECT,first valid all enabl filter todo thi implement ha bad perform
hibernate-distribution-3.3.2.GA,DEFECT,todo pass null here becaus thi method not realli use domj moment but still bug don get rid thi
hibernate-distribution-3.3.2.GA,DEFECT,todo thi realli need delay unitl after definit know operand node type where thi current problem paramet which where cannot unequivoc resolv expect type
hibernate-distribution-3.3.2.GA,DEFECT,algorithm check ani level one nullabl break look non null compon to recurs check next level nullabl break look collect contrain compon to recurs check next level nullabl break previou implement not null stuff where check filter level one onli updat insert column set sub compon updat fals ha effect not null check main compon had good checkeabl thi implement keep thi featur howev never see ani document mention that but it for sure limit
hibernate-distribution-3.3.2.GA,DEFECT,assum that row not there sinc previous had onli null valu insert instead todo doe not respect dynam insert
hibernate-distribution-3.3.2.GA,DEFECT,todo thi call will not work anyth other than pojo
hibernate-distribution-3.3.2.GA,DEFECT,note that thi implement kinda broken for compon with mani to one associ
hibernate-distribution-3.3.2.GA,DEFECT,no need take snapshot thi perform optim but not realli import except entiti with huge mutabl properti valu
hibernate-distribution-3.3.2.GA,DEFECT,todo thi broke subqueri statement other than select
hibernate-distribution-3.3.2.GA,DEFECT,the follow type not support rdm jdbc and therefor comment out howev some case map them charact column work mani applic but doe not work all case
hibernate-distribution-3.3.2.GA,DEFECT,todo should thi error
hibernate-distribution-3.3.2.GA,DEFECT,three gener case check here whether render physic sql join our parent dotnod well so our properti refer be further de referenc thi dml statement ask gener ani need join or we current process select from claus an addit check check sole intend test suit the addit check intend sole use within test suit thi forc implicit join resolut behav more like classic parser the underli issu that classic translat simpli wrong about it decis whether not render implicit join into physic sql join lot case the piec gener tend miss that inner join effect result further restrict data set particular manifest thi fact that classic translat will skip physic join toon implicit join if queri shallow result be that queri list and queri iter could return differ number result
hibernate-distribution-3.3.2.GA,DEFECT,todo figur out how thi should set thi reason failur regard index op and subclass join theta join dialect not sure what behaviour tri emul joinsequ emul old addfromonli behavior
hibernate-distribution-3.3.2.GA,DEFECT,the prefer here would fals but thi appear not work jay nanc
hibernate-distribution-3.3.2.GA,DEFECT,todo would nice use fals but issu with sql
hibernate-distribution-3.3.2.GA,DEFECT,todo inexact what realli need know is ani outer join use
hibernate-distribution-3.3.2.GA,DEFECT,todo would nice use fals but issu with sql
hibernate-distribution-3.3.2.GA,DEFECT,todo not sure which either correct could not find doc how thi did find variou blog and forum mention that select current timestamp doe not work
hibernate-distribution-3.3.2.GA,DEFECT,todo cannot use generatesuffix handl initi suffix differ
hibernate-distribution-3.3.2.GA,DEFECT,don need thi becaus should never ever select column insert select and becaus caus bug db
hibernate-distribution-3.3.2.GA,DEFECT,start with alia old style semi bad thing about thi can re alia anoth alia
hibernate-distribution-3.3.2.GA,DEFECT,todo bug thi current fail name queri non pojo entiti
hibernate-distribution-3.3.2.GA,DEFECT,fixm don have associ entiti tabl name here ha done second pass
hibernate-distribution-3.3.2.GA,DEFECT,thi call side effecti
hibernate-distribution-3.3.2.GA,DEFECT,rdm doe not directli support trim function use rtrim and ltrim
hibernate-distribution-3.3.2.GA,DEFECT,note least local sql server express show thi not work
hibernate-distribution-3.3.2.GA,DEFECT,note least local mysql instal show thi not work
hibernate-distribution-3.3.2.GA,DESIGN,use count default thi mimic old behavior although none might better option move forward case callabl
hibernate-distribution-3.3.2.GA,DESIGN,perhap not realli necessari
hibernate-distribution-3.3.2.GA,DESIGN,todo what els here
hibernate-distribution-3.3.2.GA,DESIGN,todo disabl batch load lockmod read
hibernate-distribution-3.3.2.GA,DESIGN,todo what els here
hibernate-distribution-3.3.2.GA,DESIGN,todo handl concurr write correctli client should pass lock
hibernate-distribution-3.3.2.GA,DESIGN,turn hibern cp into cp cp get chanc see all hibern cp
hibernate-distribution-3.3.2.GA,DESIGN,note there wierd implement client side
hibernate-distribution-3.3.2.GA,DESIGN,todo thi ad support initi entiti entityentri snapshot dure reattach thi should refactor instead expos method assembl entityentri base thi state return
hibernate-distribution-3.3.2.GA,DESIGN,need drop constraint befor drop tabl thi dialect
hibernate-distribution-3.3.2.GA,DESIGN,fixm per regionfactori class javadoc thi constructor version should not necessari param prop the configur properti
hibernate-distribution-3.3.2.GA,DESIGN,doe thi dialect support check constraint
hibernate-distribution-3.3.2.GA,DESIGN,thi call sessionfactori irregardless just disregard here could also add check sessionfactori onli condit call start
hibernate-distribution-3.3.2.GA,DESIGN,doe thi dialect support uniqu column syntax
hibernate-distribution-3.3.2.GA,DESIGN,thi done here might onli know type here ugli todo improv thi lot
hibernate-distribution-3.3.2.GA,DESIGN,doe thi dialect support for updat syntax
hibernate-distribution-3.3.2.GA,DESIGN,todo what implic thi
hibernate-distribution-3.3.2.GA,DESIGN,todo yuck
hibernate-distribution-3.3.2.GA,DESIGN,todo again how should thi work non pojo entiti
hibernate-distribution-3.3.2.GA,DESIGN,doe thi dialect support for updat of allow particular row lock
hibernate-distribution-3.3.2.GA,DESIGN,todo realli bad evil hack fix
hibernate-distribution-3.3.2.GA,DESIGN,fals fals todo kosher here todo kosher here
hibernate-distribution-3.3.2.GA,DESIGN,todo better degrad lazi fals uninstru
hibernate-distribution-3.3.2.GA,DESIGN,doe thi dialect support oracl style for updat nowait syntax
hibernate-distribution-3.3.2.GA,DESIGN,fixm per regionfactori class javadoc thi constructor version should not necessari param prop the configur properti
hibernate-distribution-3.3.2.GA,DESIGN,icki workaround mysql bug
hibernate-distribution-3.3.2.GA,DESIGN,have set tabl later yuck
hibernate-distribution-3.3.2.GA,DESIGN,todo somehow add newli creat foreign key intern collect
hibernate-distribution-3.3.2.GA,DESIGN,thi inner class implement case be bit over clever here
hibernate-distribution-3.3.2.GA,DESIGN,todo merg into one method
hibernate-distribution-3.3.2.GA,DESIGN,todo thi bit copi past from
hibernate-distribution-3.3.2.GA,DESIGN,todo what type
hibernate-distribution-3.3.2.GA,DESIGN,todo ineffici
hibernate-distribution-3.3.2.GA,DESIGN,fixm get persistentclass
hibernate-distribution-3.3.2.GA,DESIGN,todo can remov thi onc deprec ctor can made privat
hibernate-distribution-3.3.2.GA,DESIGN,todo thi too conserv all preced join also inner join could use inner join here
hibernate-distribution-3.3.2.GA,DESIGN,todo redesign how propertyaccessor acquir
hibernate-distribution-3.3.2.GA,DESIGN,todo not sure thi need
hibernate-distribution-3.3.2.GA,DESIGN,todo can remov thi onc deprec ctor can made privat
hibernate-distribution-3.3.2.GA,DESIGN,creat index key column
hibernate-distribution-3.3.2.GA,DESIGN,todo joinkeycolumnnam should call either here slightli higer level stack to get all inform need right now hbmbinder doe not support the
hibernate-distribution-3.3.2.GA,DESIGN,todo improv thi hack
hibernate-distribution-3.3.2.GA,DESIGN,todo bad implement co depend upon order map doc fix thi requir that gain access map refer from configur or filterdefinit map directli sometim dure after all type filter def known and befor build persist
hibernate-distribution-3.3.2.GA,DESIGN,use trim here ugli
hibernate-distribution-3.3.2.GA,DESIGN,todo ideal need construct propertyaccessor take follow entitymod entitymod specif data classnam pojo entiti properti specif data base entitymod properti name domj node name the easiest way with introduct new runtim metamodel class would follow predic take refer both and what now term propertyaccessor store ani valu need from those two piec inform code can then simpli call with paramet likewis with
hibernate-distribution-3.3.2.GA,DESIGN,can happen becaus multipl way cach remov can invok
hibernate-distribution-3.3.2.GA,DESIGN,ick
hibernate-distribution-3.3.2.GA,DESIGN,todo can remov thi onc deprec ctor can made privat
hibernate-distribution-3.3.2.GA,DESIGN,todo thi veri suboptim some subclass name compon sinc doe not take advantag two phase load
hibernate-distribution-3.3.2.GA,DESIGN,todo should thi
hibernate-distribution-3.3.2.GA,DESIGN,todo suck thi into initlazi
hibernate-distribution-3.3.2.GA,DESIGN,todo can remov thi onc deprec ctor can made privat
hibernate-distribution-3.3.2.GA,DESIGN,temporari magic valu the need intend allevi with futur develop thu not defin environ constant use control whether should consult jdbc metadata determin certain set default valu use not thi when databas may not avail mainli tool usag
hibernate-distribution-3.3.2.GA,DESIGN,todo thi right
hibernate-distribution-3.3.2.GA,DESIGN,ie subqueri yuck
hibernate-distribution-3.3.2.GA,DESIGN,use stringbuff workaround jdk bug
hibernate-distribution-3.3.2.GA,DESIGN,todo copi past from recreat
hibernate-distribution-3.3.2.GA,DESIGN,workaround backward compat set with not null column assum all column use row locat sql
hibernate-distribution-3.3.2.GA,DESIGN,todo thi eventu need remov
hibernate-distribution-3.3.2.GA,DESIGN,todo remov
hibernate-distribution-3.3.2.GA,DESIGN,just help out dure load ugli know
hibernate-distribution-3.3.2.GA,DESIGN,hack workaround sqlqueri impl depend have key
hibernate-distribution-3.3.2.GA,DESIGN,todo handl case foreign key someth other than
hibernate-distribution-3.3.2.GA,DESIGN,todo assum all collect disassembl array
hibernate-distribution-3.3.2.GA,DESIGN,todo would love have thi work notif basi where success bind entiti subclass would emit notif which extendsqueu entri could react to
hibernate-distribution-3.3.2.GA,DESIGN,todo realli neceassri provid configur should not enough with associ class whi doe entitypersist not get access configur the onli reason could see that configur get pass collect persist that they can look domj node name entiti element case explicit node name appli collect element level are you kid me trivial fix then just store and expos node name entiti persist which collect persist look anyway via other mean
hibernate-distribution-3.3.2.GA,DESIGN,todo deprec remov eventu
hibernate-distribution-3.3.2.GA,DESIGN,todo possibl relax that
hibernate-distribution-3.3.2.GA,DESIGN,todo thi bit dodgi come with better way check thi plu see abov comment
hibernate-distribution-3.3.2.GA,DESIGN,use degener strategi backward compat
hibernate-distribution-3.3.2.GA,DESIGN,todo thi temporari that end result will probabl not take properti refer per se
hibernate-distribution-3.3.2.GA,DESIGN,todo better handl dynam filter through implicit see discuss there javadoc whi current not done that way
hibernate-distribution-3.3.2.GA,DESIGN,get right object from list would easier just call getent
hibernate-distribution-3.3.2.GA,DESIGN,todo should record how mani properti have reffer and don get throw except way better than trial and error
hibernate-distribution-3.3.2.GA,DESIGN,todo thi depend kinda bad
hibernate-distribution-3.3.2.GA,DESIGN,todo get sql render out thi packag
hibernate-distribution-3.3.2.GA,DESIGN,whi doe thi matter
hibernate-distribution-3.3.2.GA,DESIGN,import account newli save entiti queri todo some kind check new statu
hibernate-distribution-3.3.2.GA,DESIGN,todo get sql render out thi packag
hibernate-distribution-3.3.2.GA,DESIGN,todo can alway use null properti approach everyth
hibernate-distribution-3.3.2.GA,DESIGN,doe thi need holdlock also return tablenam with updlock rowlock holdlock
hibernate-distribution-3.3.2.GA,DESIGN,for set should end collect load after resolv the entiti sinc might call hashcod element todo could thi polymorph and have two differ oper implement differ array
hibernate-distribution-3.3.2.GA,DESIGN,todo remov thi and just have subclass use directli
hibernate-distribution-3.3.2.GA,DESIGN,sql server least need thi drop after use strang
hibernate-distribution-3.3.2.GA,DESIGN,necessari regist exact sinc can onli appear where claus
hibernate-distribution-3.3.2.GA,DESIGN,for array should end collect load befor resolv the entiti sinc actual array instanc not instanti dure load todo could thi polymorph and have two differ oper implement differ array
hibernate-distribution-3.3.2.GA,DESIGN,doe thi dialect support alter tabl syntax
hibernate-distribution-3.3.2.GA,DESIGN,thi next bit allow both and older behavior where version number did not get seed alreadi set object todo shift into unsav valu strategi
hibernate-distribution-3.3.2.GA,DESIGN,todo reenabl also fix abov todo
hibernate-distribution-3.3.2.GA,DESIGN,orphan should not delet dure copi
hibernate-distribution-3.3.2.GA,DESIGN,orphan should not delet dure merg
hibernate-distribution-3.3.2.GA,DESIGN,todo suck thi logic into collect
hibernate-distribution-3.3.2.GA,DESIGN,todo can actual just determin thi from incom entityentri
hibernate-distribution-3.3.2.GA,DESIGN,todo thi bit actual ha call after all cascad but sinc ident insert call synchron instead asynchron other action isn
hibernate-distribution-3.3.2.GA,DESIGN,thi class ha proxi so shortcut
hibernate-distribution-3.3.2.GA,DESIGN,todo should thi watch out perform
hibernate-distribution-3.3.2.GA,DESIGN,todo need map prob proper key right
hibernate-distribution-3.3.2.GA,DESIGN,todo better pass argument
hibernate-distribution-3.3.2.GA,DESIGN,do even realli need thi updat will fail anyway
hibernate-distribution-3.3.2.GA,DESIGN,todo would better refresh from db
hibernate-distribution-3.3.2.GA,DESIGN,thi form use from annot essenti same abov use resultset map refer but without cachemod readonli and comment fixm annot not use it can remov from pov deprec param queri the sql queri string param resultsetref the result set map name param queryspac ani specifi queri space use auto flush param cacheabl whether queri result cacheabl param cacheregion cacheabl region into which store result param timeout jdbc level timeout appli param fetchsiz jdbc level fetch size appli param flushmod the flush mode use thi queri param parametertyp paramet type map param callabl doe queri string repres callabl object proc
hibernate-distribution-3.3.2.GA,DESIGN,todo ugli here
hibernate-distribution-3.3.2.GA,DESIGN,todo not quit sure about full implic thi
hibernate-distribution-3.3.2.GA,DESIGN,thi onli work becaus collect entri kept sequenc map persist context mayb should like entiti and keep separ sequenc set todo call entryset identitymap slow
hibernate-distribution-3.3.2.GA,DESIGN,todo much rather have thi done from
hibernate-distribution-3.3.2.GA,DESIGN,todo hack note here cleanup load context when have more local lce entri thi work time be becaus realli onli collect load context implement long term thi cleanup should becom part close result set process from sandbox jdbc jdbc contain code
hibernate-distribution-3.3.2.GA,DESIGN,todo add notion enabl filter cachekey differenti filter collect from non filter but cachekey current use both collect and entiti would ideal need defin two seper one current thi work conjuct with check which make sure not read from cach with enabl filter earli exit
hibernate-distribution-3.3.2.GA,DESIGN,postload need ejb todo reus postloadev
hibernate-distribution-3.3.2.GA,DESIGN,todo should check current isol mode explicitli
hibernate-distribution-3.3.2.GA,DESIGN,brand new collect todo array can lock object with array now
hibernate-distribution-3.3.2.GA,DESIGN,todo iter get transient entiti and retri merg until one follow condit not decreas and copycach size not increas todo find out retri can add entiti copycach don think can for now just retri onc throw there still ani transient entiti
hibernate-distribution-3.3.2.GA,DESIGN,null brand new collect thi will also ineffici handl array which have snapshot can ani better
hibernate-distribution-3.3.2.GA,DESIGN,todo perhap should addit requir that incom entiti version equival defin unsav valu
hibernate-distribution-3.3.2.GA,DESIGN,provid queri split method which origin querytransl br todo thi will need refactor some point author josh
hibernate-distribution-3.3.2.GA,DESIGN,todo most below taken verbatim from dotnod should either deleg thi logic super type
hibernate-distribution-3.3.2.GA,DESIGN,todo current expect that individu with express appli same sql tabl join thi may not case join subclass where properti valu might come from differ tabl join hierarchi some point should expand thi support that capabl howev that ha some difficulti biggest how handl or when individu comparison link differ sql join here would need track each comparison individu along with join alia which appli and then pass that inform back fromel can pass along joinsequ
hibernate-distribution-3.3.2.GA,DESIGN,explicit select express render and properti project list everi persist from claus into singl node todo onli reason need thi stuff now collect filter should get rid deriv select claus complet
hibernate-distribution-3.3.2.GA,DESIGN,todo better way
hibernate-distribution-3.3.2.GA,DESIGN,hack alert attempt work around ghost impliedfromel that occasion show between actual thing be join thi consist occur from index node at least against mani to mani not sure there other condit essenti look ahead next fromel that actual write someth sql
hibernate-distribution-3.3.2.GA,DESIGN,not possibl simpli re use versionpropertynod here caus oom error due circular
hibernate-distribution-3.3.2.GA,DESIGN,thi function ha templat restor output appli templat and write result out todo downcast avoid use interfac yuck
hibernate-distribution-3.3.2.GA,DESIGN,some point gener phase need move out here becaus singl object level dml might spawn multipl sql dml command execut possibl just move sql gener dml stuff but consist sake probabl best just move responsibl gener phase complet into deleg themselv also not sure whi queryload current even ha depend thi all doe need it ideal like see walker itself given deleg directli
hibernate-distribution-3.3.2.GA,DESIGN,todo thi onli need dure compil can elimin instvar
hibernate-distribution-3.3.2.GA,DESIGN,todo absolut usag thi constructor form can away
hibernate-distribution-3.3.2.GA,DESIGN,todo thi bit ugli
hibernate-distribution-3.3.2.GA,DESIGN,even here onli properti map base tabl referenc set and where claus thi could handl basicdeleg todo decid better perform wise perform that check simpli use
hibernate-distribution-3.3.2.GA,DESIGN,todo remov these last two batcher longer manag connect
hibernate-distribution-3.3.2.GA,DESIGN,veri import thi class need free ani static refer ani cglib javassist class otherwis user will alway need both their classpath matter which if either they use anoth option here would remov method and have user through sessionfactori get thi inform
hibernate-distribution-3.3.2.GA,DESIGN,todo realli need abl deal with compon path here also thi difficult becaus hql sql grammar expect all those node type fromreferencenod one potenti fix here would convert intoclaus just use combo as child insertstat and move all thi logic into insertstat that probabl easiest approach read least amount chang grammar and code but just doesn feel right then insert would contain from claus
hibernate-distribution-3.3.2.GA,DESIGN,todo optim here would consid cascad delet and not gen those delet statement difficulti order tabl here cascad attribut persist tabl info gotten here should realli self contain class represent defin all need attribut then could then get array those
hibernate-distribution-3.3.2.GA,DESIGN,todo switch statement alway evil alreadi had bug becaus forgotten token type use polymorph thi
hibernate-distribution-3.3.2.GA,DESIGN,realli there two situat where should allow insert into properti defin superclass union subclass with abstract root entiti discrim subclass handl alreadi becaus fact that alreay alway return thi call may want disallow discrim subclass just consist sake current doe not work anyway
hibernate-distribution-3.3.2.GA,DESIGN,implicit join alway reus
hibernate-distribution-3.3.2.GA,DESIGN,todo use exprnoparen thi need
hibernate-distribution-3.3.2.GA,DESIGN,todo may also want check that type here map exactli one column jdbc type can think situat where arithmet express between multi column map make ani sens
hibernate-distribution-3.3.2.GA,DESIGN,not know either type blind guess
hibernate-distribution-3.3.2.GA,DESIGN,todo get sql render out here creat ast join express use sql gener grammar gener sql text index express
hibernate-distribution-3.3.2.GA,DESIGN,would probabl refactor have logicpars build tree simpl express connect and or not expressionpars translat from term like foo foo bar foo bar baz sql term like foo id foo bar id etc and which doe much same thing doe now
hibernate-distribution-3.3.2.GA,DESIGN,short circuit perform
hibernate-distribution-3.3.2.GA,DESIGN,not absolut necessari but doe help with aggress releas
hibernate-distribution-3.3.2.GA,DESIGN,tri block hack around fact that current tupliz not given opportun resolv subclass entiti name thi allow we assum custom interceptor abil influenc thi decis not abl base given entitynam
hibernate-distribution-3.3.2.GA,DESIGN,todo thi one ugliest and most fragil piec code hibern
hibernate-distribution-3.3.2.GA,DESIGN,todo implement function thi might pain here join post process subqueri ha alreadi been perform mean that theta join dialect join condit have alreadi been move over where claus simpl solut here might perform join post process onc entir queri includ ani subqueri one fell swoop
hibernate-distribution-3.3.2.GA,DESIGN,yuck
hibernate-distribution-3.3.2.GA,DESIGN,ignor it incom properti could not found cannot sure what here veri least safest simpli not appli ani derefer toggl
hibernate-distribution-3.3.2.GA,DESIGN,todo make thi bit nicer
hibernate-distribution-3.3.2.GA,DESIGN,yuck
hibernate-distribution-3.3.2.GA,DESIGN,todo potenti look optim these two array
hibernate-distribution-3.3.2.GA,DESIGN,note that paramet now unus delet it
hibernate-distribution-3.3.2.GA,DESIGN,todo figur out better way get from element proper tree structur thi not destin mani to mani add child origin
hibernate-distribution-3.3.2.GA,DESIGN,todo thi constructor form onli use from constructor directli below us can away
hibernate-distribution-3.3.2.GA,DESIGN,todo remov
hibernate-distribution-3.3.2.GA,DESIGN,should reengin thi class that rather than current hoc linear approach process stream token instead build tree express
hibernate-distribution-3.3.2.GA,DESIGN,todo should thi get move persistentcontext logic persistentcontext thing which interceptor get attach
hibernate-distribution-3.3.2.GA,DESIGN,todo someth much better look type other express todo have and or rule complet resolut boolean node
hibernate-distribution-3.3.2.GA,DESIGN,todo thi class doe too mani thing need differ kind path express parser each difffer way which path express can occur
hibernate-distribution-3.3.2.GA,DESIGN,todo optim thi better
hibernate-distribution-3.3.2.GA,DESIGN,todo should allow suffix these
hibernate-distribution-3.3.2.GA,DESIGN,todo thi realli necessari
hibernate-distribution-3.3.2.GA,DESIGN,todo not sure best way handl thi the non perform way
hibernate-distribution-3.3.2.GA,DESIGN,todo there better way
hibernate-distribution-3.3.2.GA,DESIGN,the class now way complex
hibernate-distribution-3.3.2.GA,DESIGN,todo would realli nice cach spec queri def not have re calc hash current not doabl though becaus resultset ref stuff
hibernate-distribution-3.3.2.GA,DESIGN,name from super queri bit ineleg that show here
hibernate-distribution-3.3.2.GA,DESIGN,real hacki use count nest parenthes
hibernate-distribution-3.3.2.GA,DESIGN,todo can remov thi onc deprec ctor can made privat
hibernate-distribution-3.3.2.GA,DESIGN,put ha nowait semant thi realli appropri note that need async replic never local sync
hibernate-distribution-3.3.2.GA,DESIGN,ugli hack case like multi part path express end element indic
hibernate-distribution-3.3.2.GA,DESIGN,fixm hacki workaround jbcach
hibernate-distribution-3.3.2.GA,DESIGN,todo copi past from sessionimpl pull up
hibernate-distribution-3.3.2.GA,DESIGN,todo need find clean way handl event sourc role seper classs respons event just duplic most session method pass around seper reto interceptor factori actionqueu and persistentcontext not manag
hibernate-distribution-3.3.2.GA,DESIGN,must done here becaus side effect yuck
hibernate-distribution-3.3.2.GA,DESIGN,we should actual rework thi class not implement parser and just process path express most conveni way
hibernate-distribution-3.3.2.GA,DESIGN,todo should remov thi exposur and have all refer session batcher use connectionmanag
hibernate-distribution-3.3.2.GA,DESIGN,may screw here sinc collect action about execut and not know final owner key valu
hibernate-distribution-3.3.2.GA,DESIGN,need clazz check work around union subclass todo there way tell whether persist truli discrim column base inherit
hibernate-distribution-3.3.2.GA,DESIGN,work around bug all known connect pool
hibernate-distribution-3.3.2.GA,DESIGN,todo reus preloadev
hibernate-distribution-3.3.2.GA,DESIGN,need better way defin suffix here
hibernate-distribution-3.3.2.GA,DESIGN,workaround weblog
hibernate-distribution-3.3.2.GA,DESIGN,todo temporari
hibernate-distribution-3.3.2.GA,DESIGN,todo yuck fix after hhh complet
hibernate-distribution-3.3.2.GA,DESIGN,would great move all thi below here into anoth method that could also use from new scroll stuff would need chang way max row stuff handl behind interfac that could control break mean know when stop
hibernate-distribution-3.3.2.GA,DESIGN,todo entityspan bit depend upon subclass implement veri bad
hibernate-distribution-3.3.2.GA,DESIGN,some messi complex stuff here sinc createcriteria can take alias path path root creat criteria instanc
hibernate-distribution-3.3.2.GA,DESIGN,todo add criteriaimplementor interfac thi class depend directli upon criteriaimpl impl packag
hibernate-distribution-3.3.2.GA,DESIGN,polymorph not realli handl complet correctli perhap well actual it ok assum that entiti name use lookup same one use here which will
hibernate-distribution-3.3.2.GA,DESIGN,thi not veri nice and quit slow
hibernate-distribution-3.3.2.GA,DESIGN,todo get sql render out here
hibernate-distribution-3.3.2.GA,DESIGN,meant handl dynam instanti queri copi from queryload
hibernate-distribution-3.3.2.GA,DESIGN,make sure thi defin paramet and check incom valu type todo what should actual except type here
hibernate-distribution-3.3.2.GA,DESIGN,worri about proxi perhap littl bit overkil here
hibernate-distribution-3.3.2.GA,DESIGN,todo throw except mayb warn not same
hibernate-distribution-3.3.2.GA,DESIGN,todo make entitypersist not depend interfac possibl
hibernate-distribution-3.3.2.GA,DESIGN,todo what amount signific digit need support here from decimalformat doc signific digit minimum integ digit maximum fraction digit
hibernate-distribution-3.3.2.GA,DESIGN,for backward compat allow set with not null element column use all column row locat sql todo creat implicit not null constraint all col
hibernate-distribution-3.3.2.GA,DESIGN,todo can remov thi onc deprec ctor can made privat
hibernate-distribution-3.3.2.GA,DESIGN,todo copi past from manytoonetyp
hibernate-distribution-3.3.2.GA,DESIGN,todo code duplic with
hibernate-distribution-3.3.2.GA,DESIGN,todo throw except
hibernate-distribution-3.3.2.GA,DESIGN,should thi interfac extend propertymap
hibernate-distribution-3.3.2.GA,DESIGN,todo here whi need make bytecod provid global todo again fix thi after hhh complet
hibernate-distribution-3.3.2.GA,DESIGN,todo current keep getter and setter instead propertyaccessor becaus way getgett and getsett implement current yuck
hibernate-distribution-3.3.2.GA,DESIGN,todo can remov thi onc deprec ctor can made privat
hibernate-distribution-3.3.2.GA,DESIGN,todo yuck thi not quit good enough it quick hack around problem have to one associ that refer embed compon
hibernate-distribution-3.3.2.GA,DESIGN,todo implement cach proxi
hibernate-distribution-3.3.2.GA,DESIGN,thi realli necessari
hibernate-distribution-3.3.2.GA,DESIGN,todo thi littl ineffici don need whole deep replaceel call
hibernate-distribution-3.3.2.GA,DESIGN,todo thi bit arbitrari expos switch user
hibernate-distribution-3.3.2.GA,DESIGN,return collect remov fixm even isinvers true
hibernate-distribution-3.3.2.GA,DESIGN,todo fix thi will work non pojo entiti mode
hibernate-distribution-3.3.2.GA,DESIGN,todo move these new joinabletyp abstract class extend entitytyp and
hibernate-distribution-3.3.2.GA,DESIGN,todo would nice handl proxi class elegantli
hibernate-distribution-3.3.2.GA,DESIGN,space todo not sure but perhap should exclud abstract denorm tabl
hibernate-distribution-3.3.2.GA,DESIGN,todo there more eleg way than downcast
hibernate-distribution-3.3.2.GA,DESIGN,todo remov
hibernate-distribution-3.3.2.GA,DESIGN,todo remov use instanceof
hibernate-distribution-3.3.2.GA,DESIGN,creat index key column
hibernate-distribution-3.3.2.GA,DESIGN,todo make thi bit nicer
hibernate-distribution-3.3.2.GA,DESIGN,todo can remov thi onc deprec ctor can made privat
hibernate-distribution-3.3.2.GA,DESIGN,todo perhap thi should some other runtimeexcept
hibernate-distribution-3.3.2.GA,DESIGN,yuck
